cname1,ccode1,territor,river,maritime,milex_i,milper_i,cinc_i,domrel_i,englishlanguage_i,frenchlanguage_i,arabiclanguage_i,spanishlanguage_i,navaltonnage_i,jointigo,same_major_relig,corr_relig,ptacnt,capitaldistance,centdistance,mindistance,polity2_i,xrreg_i,xrcomp_i,xropen_i,xconst_i,parreg_i,parcomp_i,exrec_i,exconst_i,polcomp_i,gdp_i,gdpcap_i,pop_i,infantmortality_i,fdiingdp_i,fdioutgdp_i,aidgni_i,fuelexports_i,r_eastasia,r_europe,r_latin,r_me,r_none,r_na,r_southasia,r_africa,migration_ij,migration_ji,trade_ij,expfob_ij,expfob_ji
GHANA,452,0,0,0,77646.37836012428,15.116574,.0009161801026611,1,1,0,0,0,0,12.36985,.60031462,.6220667927804271,.48846844,6669.376,6638.5557,5857.3301,8.6390648,-3.9342158,-4.8905849,-4.3193302,-3.0439012,-2.3266244,-3.4746723,-.89126033,-3.0439012,-1.8778874,12374423478.62975,933.4207436211858,13323490.32311225,91.46550047278025,1.103031386843836,-.3179503060061012,6.760661108211865,3.885679235165292,0,0,0,0,0,0,0,1,6448311,7650825,108783355617.6911,35654598243.56152,57797133379.31168
GREECE,350,0,.0057228915662651,0,2872120.813994327,187.82304,.003331318492503,1,0,0,0,0,45580.47575307308,16.748615,.60031462,.607197525078396,.77144039,5834.4829,5831.6274,5003.9033,17.407402,.92692155,.79386735,1.6409564,3.836823,2.9080102,2.2843442,5.5615292,3.836823,5.9585304,183151454115.848,18245.54217953642,9825904.749696069,16.05797649601449,.7103209424143879,.0964006174710336,0,7.15087930512498,0,1,0,0,0,0,0,0,9817351,9828397,862791385408.5512,198612858574.1459,617340986843.42
GRENADA,55,0,0,0,434.8610294117647,.12113971,4.49830514706e-06,1,1,0,0,0,0,16.793383,.61557788,.6082141540840675,.46791393,8877.4023,8932.3379,8444.0625,,,,,,,,,,,476217224.36316,4812.014657134258,97693.64411764705,15.80816479400743,6.407859303055645,.3708633422621422,5.622959264578698,.0053887730935767,0,0,1,0,0,0,0,0,2238876,1969904,4632083976.089457,867922853.5037082,2834652329.650997
GUATEMALA,90,.0054216869,.0344879518072289,.0054216869,101385.3745778738,26.781305,.0007035533837633,1,0,0,0,1,0,20.30204,.60031462,.5997284571602563,.1561939,10259.334,10243.207,9526.0215,12.443199,.40834796,.077401057,1.4399568,1.4699446,.433608,.89801431,4.2072134,1.4699446,4.0900984,19185673065.73063,2194.120991191891,8434072.109955423,78.70353910576907,.5839288055468443,-.3262670717303957,1.388523478221013,2.457687685189316,0,0,1,0,0,0,0,0,4585285,5327101,182527166694.6742,61014186840.45637,89939972113.83901
GUINEA,438,0,0,0,35600.67472646225,14.291368,.0004191519113873,2,0,1,0,0,0,11.347157,.22536823,.2483545117809932,.40574506,6924.9067,6842.1592,6014.1899,4.9755507,1.7417263,.45900312,1.8360125,1.6640551,3.7172768,1.6640551,3.8237202,1.6640551,2.5122247,4364510488.633746,564.2743372709358,5989607.027151155,150.1628799135444,.730512723547588,-.0281103288002355,10.22482783347487,.1403989476555043,0,0,0,0,0,0,0,1,5707156,5748911,36696887118.35199,13105850083.65459,15140344389.49889
GUINEA-BISSAU,404,0,0,0,5889.239154411765,8.5718746,.0001203728492647,0,0,0,0,0,0,12.230883,.037688442,.2734436507060187,.46585593,7009.7959,7021.8613,6406.3931,8.2852945,-3.833272,-4.4840074,-2.3231618,-2.8055148,-2.741544,-4.0340075,-1.6450368,-2.8055148,-2.635478,593691172.6143779,568.8901741589738,1042883.922794118,116.3964295022173,.8552818456761782,-.1146403881210269,41.45504090725461,.3758737366919638,0,0,0,0,0,0,0,1,3417298,1978402,4112383792.282149,1251822447.232926,2407143025.945081
GUYANA,110,0,.054226200723016,0,11947.03058429702,3.8263845,.0000661942178941,1,1,0,0,0,0,17.324863,.60987699,.5459435734261793,.50512582,8904.8145,9088.2744,8313.7334,11.544735,2.4038343,1.8076689,4,4.0392575,2.5961657,2.6941571,5.0191722,4.0392575,5.4863057,1486661200.078427,1979.687375134109,750699.7676506391,46.61049908703555,5.978817854647537,-.0042959484485556,14.94574949392,.0189218669836123,0,0,1,0,0,0,0,0,4712513,3410750,27705612703.41895,12598303529.6124,11353963909.57918
German Democratic Republic,265,0,.0276518585675431,0,5498729.88417951,213.89801,.0090946385766091,,,,,,0,7.022892,.57700706,.5812990555372661,,6022.5947,6025.1997,5340.7197,2,-1.467815,-2.4292839,.45512238,-2.4292839,.45512238,-2.4292839,-.50634634,-2.4292839,-2.4292839,,,,,,,0,,0,0,0,0,1,0,0,0,47910,28550,307883818818.6455,0,0
HAITI,41,0,.0164156626506024,0,23223.91422396326,5.2462516,.0004293725921923,1,0,1,0,0,0,22.457111,.60031462,.5088541197832213,.20881094,9164.834,9219.2441,8606.3369,6.1580439,-8.7904902,-9.8343916,-8.7380791,-8.9031477,-7.8162909,-9.1985683,-8.0249901,-8.9031477,-8.1838446,6371139889.098469,740.5050629439074,6492291.30406592,117.8592732675918,.2007563160610703,-.0344587911539637,7.965989416469266,.0177000930151683,0,0,1,0,0,0,0,0,4279285,3392499,29335082555.31555,6351838051.334301,21402537199.23374
HONDURAS,91,.00030120483,.0480421686746988,.00030120483,52497.97919762258,12.297312,.0003985493718763,1,0,0,0,1,0,18.419155,.60031462,.6018630510909493,.15384616,10096.725,10075.146,9311.1211,14.363636,-2.146157,-2.5353236,-1.5436985,.21964069,-1.6246116,-.5925976,1.8930163,.21964069,3.3069026,6953317007.543859,1505.297741151508,4468068.248953127,64.50911792516408,1.968816506636848,.0203300337913386,6.298154881762053,.7255101927367057,0,0,1,0,0,0,0,0,4426968,4833003,115371115330.2622,29859399272.486,63551774140.42635
HUNGARY,310,0,0,0,1290504.375928678,97.454407,.0031871203701203,1,0,0,0,0,0,15.261921,.60031462,.6015584922659308,.13188787,5912.1626,5912.7397,5245.2939,11.23585,.33729568,-.21275158,1.8873429,2.5264082,2.2913682,.59529918,3.0222883,2.5264082,2.6154261,104017554788.2185,10162.31789691812,10379990.49128732,21.36124544103775,6.13915404615968,1.047852438961004,0,2.73204402471508,0,1,0,0,0,0,0,0,7461491,10523859,1096088323557.531,316812105791.8562,500607233459.0984
ICELAND,395,0,.0733433734939759,0,1237.721464271241,-.46197489,.0000277925975956,1,0,0,0,0,0,10.602729,.60031462,.6023701470694723,.15094601,7003.0361,6966.001,6311.3042,,,,,,,,,,,6779547857.419541,27006.16570256289,241145.3102796164,7.604119951371258,1.47857973258615,4.248314556561055,0,.221032053003593,0,1,0,0,0,0,0,0,3302748,4625688,101926970378.9286,38820314863.1788,46282437797.99818
INDIA,750,0,0,0,7472187.071862758,1286.1219,.0591235904903426,4,0,0,0,0,113037.4973659327,4.1196814,.011726012,.0074237977264576,.25231323,7590.3457,7803.4199,6053.249,19.506956,3,3,4,6.9590707,2,3.5478859,8,6.9590707,8.0957718,444223788395.9207,515.8155009172491,790748743.8470891,104.1758746454125,.3298797528219645,.0642398809886027,.9496273011250122,3.257568104250844,0,0,0,0,0,0,1,0,11452495,10238192,1763435258386.587,677984080192.5707,835283530351.9418
INDONESIA,850,0,0,0,2055564.220721329,297.63043,.0133828726732404,2,0,0,0,0,35011.19113872754,.99405646,.23699741,.3023042546219077,.15840353,10462.948,10516.536,8109.7788,6.702148,2.0516007,1.2316629,4,2.8581655,3.6481156,2.3601243,3.7718492,2.8581655,3.2521951,268166579301.7943,1497.143903356056,162530315.1808726,77.56618938268188,.5304055562134487,.4340347577370745,1.73729716916275,44.48273667633963,1,0,0,0,0,0,0,0,8525770,7427648,1957761400523.157,1023384683083.952,658030358854.344
"IRAN, ISLAMIC REPUBLIC OF",630,0,.0268072289156627,0,4993874.877482102,388.01514,.0098884106578413,2,0,0,0,0,17550.4219910847,6.4794002,.23452024,.222898593308702,.12677807,6419.0005,6508.6797,5138.75,5.4866948,-3.3924084,-4.6749969,-3.2770498,-3.5549102,-2.2835338,-4.0891528,-3.1437256,-3.5549102,-3.4981763,234311977055.382,5104.504578510071,46973234.44765636,55.81132702209074,.4295808006523856,.0216279995666441,.0998684861973417,86.92627893480371,0,0,0,1,0,0,0,0,8013841,3746707,1126304332665.04,440407041308.285,442112476062.0026
IRAQ,645,.0063253012,.0454819277108434,.0063253012,3724058.421720924,391.96487,.0057918183574226,2,0,0,1,0,1181.25,5.8849115,.23452024,.2370698955712196,.29567739,6203.8662,6165.6899,5277.4473,3.0380673,-3.3937593,-4.5342431,-2.8115628,-4.1858706,-1.5485613,-4.0553827,-1.7744157,-4.1858706,-3.9248953,50561475497.24235,2727.771646641754,16141061.07713089,57.15253275699112,.0759373687941821,.1775601935521212,4.908347681198345,64.16567239143285,0,0,0,1,0,0,0,0,7480990,4044719,519698452831.6387,196489204765.117,169493675227.7037
IRELAND,205,0,.0524096385542169,0,391206.3186545995,12.605836,.0005842859516412,1,1,0,0,0,0,20.165878,.60031462,.6027826227306948,2.2905676,6368.2388,6422.4497,5791.3096,21,3,3,4,7,5,5,8,7,10,96087876931.12285,26232.86197674895,3431779.730649737,12.05812508442505,5.112134934303829,5.155928486093282,0,.756046931589246,0,1,0,0,0,0,0,0,7829376,9493055,1939642412005.051,975450682372.8806,782260313006.2694
ISRAEL,666,.0090361442,.0238704819277108,.0090361442,5558357.245846279,159.41685,.0030988301094151,5,0,0,1,0,5960.313462076686,4.7958937,0,-.0336424964831257,.20839663,5988.8672,5972.2598,5363.2188,18.288261,2.3920033,2.3920033,4,7,2.9447522,3.5042551,7.3920031,7,7.2882614,94671440233.47897,19618.28955714444,4450635.245170876,10.53316627886127,1.126955787687999,.6520514467580388,3.051256805417924,.3154379484347222,0,0,0,1,0,0,0,0,8792408,8131325,964853407830.411,396535220000,485370759836.3535
ITALY,325,0,.0365963855421687,0,13179815.26286641,431.85559,.0191981317979199,1,0,0,0,0,85428.01729028772,19.283129,.60031462,.6048966286226732,1.4656816,5853.2803,5876.8618,4890.4453,21,3,3,4,7,5,5,8,7,10,1478629727453.985,26298.29071424295,55710084.42239633,15.33894367148455,.5027763790004749,.507963059509,0,3.784133761106196,0,1,0,0,0,0,0,0,11152434,11402813,9490386843432.838,4127108350905.726,4310703143422.191
JAMAICA,51,0,.0031675641431739,0,28250.97922848665,2.469408,.0001689248410343,1,1,0,0,0,0,21.606331,.60197371,.6037377695593208,.33044609,9416.2109,9481.6836,8916.0586,20.650982,3,3,4,7,3.9529462,4.6509819,8,7,9.6509819,10222469629.70046,4364.028580986893,2298289.288681645,30.18865338420183,2.373377233864041,.4687337992297808,2.676510810921452,2.023654147446607,0,0,1,0,0,0,0,0,4345416,4239262,112532984595.187,36123649084.37729,60837878761.63963
JAPAN,740,0,0,0,21814405.06862083,240.80792,.0501627130217471,6,0,0,0,0,172175.3460759152,4.0493045,0,-.0633329681072751,.00096671731,10227.677,10043.879,8638.5166,21,3,3,4,7,5,5,8,7,10,3620799418870.627,30013.92597166934,116992595.8276375,8.320140483587933,.0684892305922561,.5853442584689577,0,.3822715216178236,1,0,0,0,0,0,0,0,10084936,8802175,16649082077249.87,8253318954850.74,5899297124977.487
JORDAN,663,.0013554217,.005421686746988,.0013554217,441833.5951641226,83.955292,.0010564692692151,2,0,0,1,0,0,5.1572337,.23452024,.252417716146372,.27717167,6000.9346,6009.2139,5339.1812,4.6382546,3,1,2,2.2132919,3.2145076,2.2124815,2,2.2132919,4.2104554,10801733357.38326,2792.145690211271,3191974.674726463,43.51764149669053,2.285883980013929,.0415476708145485,13.94269068256492,.1709384670617457,0,0,0,1,0,0,0,0,6866699,6564164,146631616148.792,32913869063.78389,116380657992.7754
KAZAKHSTAN,705,0,.0423056583818086,0,938064.0542577242,43.56443,.0034369116804823,0,0,0,0,0,0,3.5896759,.24963786,.537489941063846,.17994663,7046.186,6865.4189,5156.0034,6.6363978,2,1,4,2.2113791,3,2.7125094,3,2.2113791,5.1375284,74646604192.32555,4870.022893146219,15372035.79314243,38.47000753579457,6.867704904262731,.345152419585454,.6727885633675648,48.9597583174723,0,1,0,0,0,0,0,0,3352065,491100,196140200365.006,107203916373.9852,85875132184.13615
KENYA,501,0,0,0,188394.3524590164,18.027178,.0012697503738856,1,1,0,0,0,0,10.687805,.60358691,.6265999500000019,.49544653,6894.8296,6840.438,5872.9019,7.4476562,2.1458154,1.3494391,4,3.4591601,3.4843256,2.0625539,3.9603107,3.4591601,3.3172276,17988061480.86935,819.3335404146268,21418214.33419615,71.01482599942634,.5621272568460592,.0707243473749695,6.23886406834873,14.71657354681784,0,0,0,0,0,0,0,1,7065396,6973389,128322941128.2178,41674206999.75465,70647767672.08603
KIRIBATI,970,0,0,0,0,0,2.53669167292e-06,,,,,,0,.19253859,.64417177,.6451401058261829,.22357813,12857.446,13263.666,12766.41,,,,,,,,,,,133915700.1190818,1796.57754799798,75394.82418524871,65.65591766723816,.5386837830776438,.1383460608406393,26.42064613558867,.0170988965474782,1,0,0,0,0,0,0,0,831330,1391799,544843523.5815046,0,1205351803.600685
"KOREA, DEMOCRATIC PEOPLE'S REPUBLIC OF",731,0,0,0,2199781.301634472,796.75269,.0091006899365125,0,0,0,0,0,18508.18559218559,1.410104,.051194049,.075059785168807,,9546.6875,9487.5684,8756.6768,1.7863028,2.3082535,1,3.0752397,1.0945562,4,1,2.3834932,1.0945562,1,,,18617166.29123328,39.23203023195178,,,0,,0,0,0,0,1,0,0,0,5279973,3661568,69846829094.75302,19118471776.56784,38785416578.80573
"KOREA, REPUBLIC OF",732,0,0,0,6944323.035391058,648.08862,.0163805527488853,0,0,0,0,0,48603.38754558963,3.8527625,.36836836,.3750379520248914,.32081205,9654.207,9660.6816,8966.6953,12.321627,.28272322,-.069566391,1.763069,1.8776172,.74699444,.95717955,3.8208835,1.8776172,3.7969742,328973469347.0106,7455.984711722458,39577921.80075645,26.9121302174792,.609032837325071,.4594802322011967,1.585566059128387,2.268613171429899,1,0,0,0,0,0,0,0,8065616,3738183,5117191892718.897,2381586340461,2175843127158.464
KUWAIT,690,0,0,0,3142582.336252433,14.460106,.0016319052543787,2,0,0,1,0,0,4.1672225,.23572689,.2441958060315859,.15582386,6351.6079,6312.0522,5770.0347,2.8173397,1.3620178,-.59050447,.38575667,.78479582,2.338279,-.19160661,.38575667,.78479582,-.19160661,73782006730.94354,39800.47678474258,1471777.315995779,28.79937447873266,.0779927399577535,.0603194954805759,.0101347353799501,79.12369061661815,0,0,0,1,0,0,0,0,5183167,5785703,652396994065.2625,383041064323.9802,194818236023.4256
KYRGYZSTAN,703,0,0,0,118152.0120572721,11.784853,.0003760006405426,2,0,0,0,0,0,3.7637529,.24963786,.3465457458687056,.16889058,7157.8315,7136.29,6341.9561,8.4318008,2,1.0719669,4,4,2.8560662,1.8560663,3.2878673,4,3.0719669,3200795614.967196,665.4220530193131,4800348.040693293,44.48206480783685,2.968988683891654,.7628208746103311,12.59013354205855,16.24906225427992,0,1,0,0,0,0,0,0,2137422,1738776,15486212366.79132,6315641470,10137532571.55912
LAO PEOPLE'S DEMOCRATIC REPUBLIC,812,0,0,0,31198.33594488721,51.398621,.0005871817641497,0,0,0,0,0,0,1.3256788,.042757042,.0249516359624088,.033006489,9215.5127,9190.3105,8305.3086,5.7044439,-18.37174,-19.119547,-16.915035,-17.610968,-16.876131,-19.080643,-17.598001,-17.610968,-19.04174,2815816790.993964,573.1643630155377,3882597.288801837,104.2840192732386,2.219731974992779,.0662122407437012,13.94405972635727,317.6477737305942,1,0,0,0,0,0,0,0,4980059,2334097,16450413796.06942,4167098179.031742,10578070403.3428
LATVIA,367,0,.0211528291909043,0,107236.6239638282,5.5007534,.0003617174830445,1,0,0,0,0,0,13.355689,.63978755,.6441554374303508,.4083111,6202.9395,6208.9951,5607.3823,19,2,2,4,7,2,4,7,7,9,17289417129.68121,7377.387449378303,2404831.437829691,12.74412207987963,4.226857066529426,.275802250547157,0,2.631659723698208,0,1,0,0,0,0,0,0,2184358,1648098,91570670380.37921,24876027987.35045,65478824096.4183
LEBANON,660,0,0,0,255347.6556801297,34.461975,.0005718379440767,2,0,0,1,0,0,5.4830475,.37337336,.5973987063144953,.25272754,5981.373,5976.4697,5442.0874,12.571801,-49.588276,-49.588276,-49.271511,-49.38768,-49.685669,-49.562473,-48.133461,-49.38768,-48.566391,19912531282.69766,6242.804155310772,2752375.917060651,33.35584222612454,9.438944668026304,.8580976433568497,2.139434015665719,.2379410113661794,0,0,0,1,0,0,0,0,10325284,5425604,173464691001.7078,20434741834.94022,121972417094.3086
LESOTHO,570,0,0,0,18681.95009129641,1.534997,.0000809675136945,1,1,0,0,0,0,6.4806757,.60987699,.6169406567446291,.46241069,8217.6699,8279.4824,7708.6182,9.9297018,-7.8957701,-8.5111074,-7.0508218,-6.7236762,-6.9665246,-7.9520693,-5.3555994,-6.7236762,-6.5985999,1054530037.22389,657.3383542040135,1514856.097382836,91.9438527084606,6.350687806689501,.1570232609065917,10.69523269730862,.0254919983654315,0,0,0,0,0,0,0,1,2642472,3475445,5032793221.423865,0,1276571836.028581
LIBERIA,450,0,0,0,17910.19127380792,4.868567,.0001910629474537,0,1,0,0,0,0,10.04147,.067496069,.4464490038204915,.34332275,6940.4424,6929.4116,6239.7554,7.5673375,-19.020802,-19.708361,-18.290422,-18.742401,-17.540457,-18.821424,-17.20289,-18.742401,-18.359449,1658019776.83953,929.9807841551775,2040461.797919762,162.1519519113882,16.04486875239814,27.29998292223026,15.87651640342389,.2101387909946448,0,0,0,0,0,0,0,1,4451312,3914982,120676728131.0876,19013175269.97591,100420404511.6026
LIBYAN ARAB JAMAHIRIYA,620,0,0,0,1184772.806564906,57.633797,.0014353609617723,2,0,0,1,0,8658.882240914141,6.7053895,.23452024,.2366634440214159,.33683193,5868.9414,5912.4565,4610.3755,4,1.8115629,.14885858,.29771715,1.2977171,4,1.1488585,4.2161288,1.2977171,1.1488585,51147117889.65913,9230.504606838476,3759661.040253951,58.1454815615274,.2342871155237669,.202433332568013,.0506757320765232,98.32228550700607,0,0,0,1,0,0,0,0,6470182,6863409,535996233289.0919,318565598780.4462,164478167007.0539
LIECHTENSTEIN,223,0,0,0,0,0,1.08612169843e-06,1,0,0,0,0,0,3.1672294,.63379788,.6475614052265424,.16268471,5942.7974,5953.3926,5476.2759,,,,,,,,,,,,,26923.81169796029,,,,0,,0,1,0,0,0,0,0,0,1415628,2902767,0,0,0
LITHUANIA,368,0,.0846113167636171,0,173860.7385079126,12.07988,.0005064289374529,1,0,0,0,0,2140,14.112284,.63978755,.6440819580804825,.40869233,6123.5532,6148.5693,5569.27,21,3,3,4,7,5,5,8,7,10,25859779177.59584,7448.052227021724,3531244.262245667,9.92562170308976,3.485369701507477,.4181598114098086,0,18.0284512007849,0,1,0,0,0,0,0,0,2457734,1355848,140854293469.0814,55063181847.21282,85847571719.92886
LUXEMBOURG,212,0,0,0,76726.29663649872,1.2677293,.0010391734972309,1,0,1,0,0,0,18.860191,.60031462,.6046170943540771,1.478387,6035.9731,6054.4238,5554.9854,21,3,3,4,7,5,5,8,7,10,23047650429.99054,58046.48872317014,380904.6604079427,11.10680805079018,14.9598020709005,21.88593493180154,0,.3547373801219419,0,1,0,0,0,0,0,0,3816046,8541969,428794588476.522,74708074617.91605,1713646501946.106
"MACEDONIA, THE FORMER YUGOSLAV REPUBLIC OF",343,0,0,0,79701.70809716599,13.617814,.0003064573279352,1,0,0,0,0,0,14.941221,.63978755,.6998546883158116,.078536026,5846.2075,5849.1987,5324.0972,17.862473,2.2874906,2.2874906,4,5.5749812,2,4,7.2874904,5.5749812,9,6686110930.854542,3309.521502396785,2018755.89374529,17.86371514694786,3.305611060040326,.2032247993894931,4.235957902900562,2.794817867632194,0,1,0,0,0,0,0,0,2902809,4122614,38529378616.80133,12431821720.7578,23213138020.8178
MADAGASCAR,580,0,0,0,54981.43848364582,20.582867,.0006767891200219,0,1,1,0,0,0,7.2418227,.48124003,.5090291099810129,.45726675,8058.2734,8068.5444,7057.0981,11.347749,.28164774,-.13658136,1.8721774,1.9052963,.89024222,.70494044,3.4930887,1.9052963,2.8966744,5386358501.91332,539.1170574888473,10778912.29601752,89.62715550722204,.5172304769723212,.0599862917692158,8.848126927917059,3.419635873698235,0,0,0,0,0,0,0,1,4649233,5298600,37157934845.1916,12389911379.97509,17889998621.69105
MALAWI,553,0,0,0,16800.68008784773,5.9415812,.0003934508491947,1,1,0,0,0,0,7.42694,.60358691,.6587274035824086,.46217105,7425.2056,7409.2778,6632.1567,6.9000001,2,1.3341142,4,2.3367496,3.4433382,2.0019033,4.3364568,2.3367496,3.532943,2939293442.60562,358.6242275979542,8133051.421229868,141.8639824304536,1.238836791050111,.0867664998671493,18.03095353696407,.0879198747268041,0,0,0,0,0,0,0,1,4121628,5804988,26353860200.69671,9823455810.061123,8767020386.081976
MALAYSIA,820,0,0,0,1582682.21018506,90.201271,.0026048418478995,2,0,0,0,0,6366.854040839805,1.7584763,.22064923,.2604023178094806,.15854163,9777.2656,10346.454,8712.8828,15.496961,2.1488585,2.1488585,4,4.9393487,3.2977171,3.2977171,7.1488585,4.9393487,6.5954342,80348713053.30728,4259.769579414546,16392441.26502769,24.52700256652795,3.899441082494497,1.400839247124707,.5084426441369895,13.33804292370016,1,0,0,0,0,0,0,0,6723064,6836701,2961895492516.612,1344549826221.484,1159909896733.266
MALDIVES,781,0,0,0,8163.326122631657,-1.0244666,9.24943308966e-06,2,0,0,0,0,0,1.6795465,.23755513,.2237009343495976,.013709064,8181.2832,8321.8672,7857.1304,,,,,,,,,,,1398688241.999979,4566.915471992693,206138.5425928689,88.15564672534389,1.926657269914228,,8.762496804875552,0,0,0,0,0,0,0,1,0,954950,1246572,9691175521.695368,1220189919.491678,6095177066.452724
